Site identification,Camera set date-time,Camera check date-time,Lure type,Species common name,Count of individuals,Observation date-time
Identification du Site,Appareil photo � la date et l�heure de l�installation,Appareil photo � la date et l�heure de la v�rification,Type d�app�t,Nom commun de l�esp�ce,Nombre d�individus,Date et heure de l�observation
26,09/05/2014 13:38,23/05/2014 11:20,Control,Black Bear,1,20/05/2014 8:53
26,09/05/2014 13:38,23/05/2014 11:20,Control,Black Bear,1,20/05/2014 17:48
26,25/06/2014 16:40,10/07/2014 12:40,Anis Oil,Black Bear,1,28/06/2014 18:21
26,25/06/2014 16:40,10/07/2014 12:40,Anis Oil,Black Bear,1,26/06/2014 12:03
26,25/06/2014 16:40,10/07/2014 12:40,Anis Oil,Black Bear,1,29/06/2014 18:30
26,25/06/2014 16:40,10/07/2014 12:40,Anis Oil,Black Bear,1,03/07/2014 6:23
26,25/06/2014 16:40,10/07/2014 12:40,Anis Oil,Black Bear,1,10/07/2014 8:33
26,25/06/2014 16:40,10/07/2014 12:40,Anis Oil,Black Bear,1,30/06/2014 7:25
26,06/08/2014 13:35,21/08/2014 11:51,Fish Oil,Cougar,1,18/08/2014 6:21
26,22/06/2017 14:20,07/07/2017 11:45,Anis Oil,Black Bear,1,23/07/2017 12:18
26,22/06/2017 14:20,07/07/2017 11:45,Anis Oil,Black Bear,1,24/07/2017 8:39
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Black-tailed Deer,1,07/08/2015 21:39
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Wolf,1,18/08/2015 11:00
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Black-tailed Deer,1,11/08/2015 1:16
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Black Bear,1,16/08/2015 14:38
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Black-tailed Deer,1,15/08/2015 1:03
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Black-tailed Deer,1,14/08/2015 16:42
26,07/08/2015 9:25,20/08/2015 9:55,Anis Oil,Black-tailed Deer,1,10/08/2015 0:42
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,17/05/2015 18:29
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,12/05/2015 20:31
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,13/05/2015 19:38
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,14/05/2015 19:18
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,16/05/2015 9:13
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,21/05/2015 12:16
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,22/05/2015 10:58
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,23/05/2015 10:44
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,23/05/2015 15:31
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,24/05/2015 17:40
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,25/05/2015 20:26
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,12/05/2015 20:28
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,14/05/2015 14:36
26,11/05/2015 8:50,27/05/2015 15:30,Fish Oil,Black Bear,1,16/05/2015 9:01
26,30/06/2015 12:15,09/07/2015 16:20,Control,Black Bear,1,04/07/2015 19:11
26,30/06/2015 12:15,09/07/2015 16:20,Control,Black Bear,1,04/07/2015 13:00
26,11/05/2017 10:45,25/05/2017 12:40,Control,Black Bear,1,12/05/2017 13:29
26,11/05/2017 10:45,25/05/2017 12:40,Control,Black Bear,1,14/05/2017 11:40
26,11/05/2017 10:45,25/05/2017 12:40,Control,Black Bear,1,19/05/2017 17:49
27,21/07/2017 12:00,03/08/2017 13:50,Fish Oil,Pine Marten,1,28/07/2017 21:20
27,21/08/2015 11:30,08/09/2015 10:25,Anis Oil,Black Bear,1,27/08/2015 14:45
27,01/09/2017 7:30,14/09/2017 16:25,Anis Oil,Black Bear,1,04/09/2017 6:05
27,28/05/2015 15:10,09/06/2015 14:30,Fish Oil,Black Bear,1,02/06/2015 15:57
27,08/07/2016 10:55,19/07/2016 14:11,Control,Black Bear,3,16/07/2016 8:28
28,26/05/2017 14:45,08/06/2017 14:35,Control,Black Bear,1,07/06/2017 12:22
29,24/06/2014 16:15,09/07/2014 15:55,Control,Black Bear,1,30/06/2014 21:10
29,06/08/2014 15:25,21/08/2014 9:25,Anis Oil,Black Bear,1,06/08/2014 16:44
29,06/08/2014 15:25,21/08/2014 9:25,Anis Oil,Black Bear,1,14/08/2014 6:44
29,22/06/2017 16:30,07/07/2017 10:35,Anis Oil,Raccoon,2,27/06/2017 1:17
29,03/08/2017 15:40,18/08/2017 11:50,Fish Oil,Black Bear,1,12/08/2017 14:33
29,11/05/2015 12:55,27/05/2015 9:55,Anis Oil,Black Bear,1,14/05/2015 20:17
29,30/06/2015 11:40,09/07/2015 16:30,Fish Oil,Black Bear,1,08/07/2015 10:49
30,05/06/2014 13:50,24/06/2014 15:30,Fish Oil,Black Bear,1,21/06/2014 15:49
30,03/09/2014 12:45,17/09/2014 11:32,Anis Oil,Black Bear,1,05/09/2014 10:34
30,03/09/2014 12:45,17/09/2014 11:32,Anis Oil,Black Bear,1,10/09/2014 4:28
30,03/09/2014 12:45,17/09/2014 11:32,Anis Oil,Black Bear,1,12/09/2014 11:31
30,09/06/2017 8:50,23/06/2017 9:15,Control,Black Bear,1,09/06/2017 16:00
30,24/07/2015 7:35,06/08/2015 12:35,Fish Oil,Pine Marten,1,25/07/2015 18:04
30,24/07/2015 7:35,06/08/2015 12:35,Fish Oil,Black Bear,1,27/07/2015 11:38
30,24/07/2015 7:35,06/08/2015 12:35,Fish Oil,Black Bear,1,25/07/2015 13:51
30,09/09/2015 7:50,22/09/2015 15:50,Control,Black Bear,1,15/09/2015 9:56
30,09/09/2015 7:50,22/09/2015 15:50,Control,Black Bear,1,21/09/2015 18:06
30,09/09/2015 7:50,22/09/2015 15:50,Control,Black Bear,1,14/09/2015 10:11
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,08/09/2017 13:06
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,08/09/2017 8:43
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,08/09/2017 6:20
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,07/09/2017 18:47
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,06/09/2017 15:27
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,06/09/2017 15:14
30,31/08/2017 8:15,14/09/2017 14:45,Control,River Otter,4,07/09/2017 7:49
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,05/09/2017 19:46
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,08/09/2017 17:02
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,02/09/2017 8:41
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,08/09/2017 17:59
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,10/09/2017 15:48
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,12/09/2017 14:39
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,12/09/2017 15:27
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,12/09/2017 16:55
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,14/09/2017 9:52
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,08/09/2017 14:20
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,05/09/2017 14:31
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,04/09/2017 12:43
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,04/09/2017 2:28
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,02/09/2017 10:01
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,01/09/2017 18:22
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,01/09/2017 17:55
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,01/09/2017 17:43
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,2,05/09/2017 16:41
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,02/09/2017 13:02
30,10/06/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,16/06/2015 7:19
30,10/06/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,20/06/2015 4:06
30,10/06/2015 7:25,29/06/2015 14:20,Anis Oil,Black-tailed Deer,1,21/06/2015 12:39
30,10/06/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,13/06/2015 5:22
30,10/06/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,13/06/2015 21:14
30,10/06/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,16/06/2015 4:45
31,24/06/2014 11:51,10/07/2014 15:56,Fish Oil,Raccoon,1,02/07/2014 22:32
32,09/05/2014 16:30,22/05/2014 11:53,Anis Oil,Black Bear,1,13/05/2014 17:15
32,25/06/2014 12:00,09/07/2014 15:09,Fish Oil,Black Bear,1,29/06/2014 18:02
32,21/07/2017 11:05,03/08/2017 15:00,Fish Oil,Black Bear,1,01/08/2017 9:03
32,21/07/2017 11:05,03/08/2017 15:00,Fish Oil,Black Bear,1,22/07/2017 20:24
32,01/09/2017 7:05,14/09/2017 17:00,Anis Oil,Black Bear,1,10/09/2017 10:07
32,01/09/2017 7:05,14/09/2017 17:00,Anis Oil,Black Bear,1,08/09/2017 18:16
32,01/09/2017 7:05,14/09/2017 17:00,Anis Oil,Black Bear,1,01/09/2017 19:07
32,01/09/2017 7:05,14/09/2017 17:00,Anis Oil,Wolf,2,13/09/2017 4:26
32,12/05/2015 9:05,27/05/2015 11:05,Fish Oil,Black Bear,1,20/05/2015 14:06
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,17/07/2016 4:37
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,18/07/2016 8:49
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/07/2016 9:00
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,12/07/2016 7:10
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/07/2016 8:56
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,12/07/2016 7:15
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/07/2016 9:47
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,12/07/2016 7:25
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,14/07/2016 5:57
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,14/07/2016 16:37
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,18/07/2016 11:39
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,19/07/2016 5:39
32,09/07/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/07/2016 8:44
33,24/07/2014 8:55,06/08/2014 15:52,Control,Black Bear,1,24/07/2014 13:57
33,07/07/2017 10:15,20/07/2017 14:45,Fish Oil,Black Bear,1,19/07/2017 16:29
33,07/07/2017 10:15,20/07/2017 14:45,Fish Oil,Pine Marten,1,08/07/2017 11:37
33,07/07/2017 10:15,20/07/2017 14:45,Fish Oil,Black Bear,1,17/07/2017 19:53
33,18/08/2017 12:20,31/08/2017 11:15,Control,Black Bear,1,25/08/2017 7:43
33,18/08/2017 12:20,31/08/2017 11:15,Control,Black Bear,1,29/08/2017 12:33
33,18/08/2017 12:20,31/08/2017 11:15,Control,Black Bear,1,24/08/2017 19:22
33,09/09/2015 8:55,23/09/2015 13:15,Control,Black Bear,1,15/09/2015 13:57
33,09/09/2015 8:55,23/09/2015 13:15,Control,Black Bear,1,10/10/2015 13:10
33,09/09/2015 8:55,23/09/2015 13:15,Control,Black Bear,1,17/09/2015 7:22
33,10/06/2015 8:00,29/06/2015 14:00,Anis Oil,Stoat,1,10/06/2015 16:30
33,23/06/2016 14:30,07/07/2016 13:25,Control,Black Bear,1,27/06/2016 22:15
33,23/06/2016 14:30,07/07/2016 13:25,Control,Black Bear,1,30/06/2016 18:45
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,26/06/2016 11:16
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,04/07/2015 15:01
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,02/07/2015 11:07
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,30/06/2016 18:40
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,01/07/2016 19:45
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,30/06/2016 9:49
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,29/06/2016 9:33
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,06/07/2016 11:52
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,03/07/2016 15:28
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,02/07/2016 21:32
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,30/06/2016 12:58
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,26/06/2016 15:45
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,29/06/2016 16:29
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,27/06/2016 8:02
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,28/06/2016 9:47
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,27/06/2016 10:21
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,30/06/2016 7:08
33,24/06/2016 9:30,07/07/2016 13:25,Control,Black Bear,1,29/06/2016 18:30
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,10/09/2014 1:19
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,04/09/2014 7:16
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,04/09/2014 8:00
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,13/09/2014 2:57
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,12/09/2014 6:33
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,08/09/2014 12:35
34,03/09/2014 13:15,17/09/2014 11:10,Anis Oil,Black Bear,1,10/09/2014 8:38
34,18/08/2017 11:15,31/08/2017 8:00,Fish Oil,Black Bear,2,21/08/2017 16:12
34,24/07/2015 7:55,06/08/2015 14:15,Anis Oil,Black Bear,1,04/08/2015 8:52
34,24/07/2015 7:55,06/08/2015 14:15,Anis Oil,Black Bear,1,31/07/2015 8:09
34,09/09/2015 8:05,23/09/2015 12:40,Control,Black Bear,2,13/09/2015 13:47
34,09/09/2015 8:05,23/09/2015 12:40,Control,Black Bear,1,18/09/2015 9:16
34,09/09/2015 8:05,23/09/2015 12:40,Control,Black Bear,1,19/09/2015 19:14
35,27/05/2017 12:30,08/06/2017 9:55,Control,Black Bear,1,03/06/2017 10:13
35,27/05/2017 12:30,08/06/2017 9:55,Control,Black Bear,1,02/06/2017 16:09
35,07/07/2017 11:30,21/07/2017 12:20,Fish Oil,Black Bear,1,08/07/2017 20:01
35,24/07/2015 10:25,06/08/2015 14:45,Control,Black-tailed Deer,1,05/08/2015 21:54
35,24/07/2015 10:25,06/08/2015 14:45,Control,Black Bear,1,01/08/2015 17:13
35,24/07/2015 10:25,06/08/2015 14:45,Control,Black Bear,1,30/07/2015 16:02
35,24/07/2015 10:25,06/08/2015 14:45,Control,Black Bear,1,30/07/2015 12:34
35,09/09/2015 10:45,23/09/2015 11:15,Anis Oil,Red Squirrel,1,12/09/2015 8:29
35,17/08/2017 11:45,30/08/2017 15:40,Control,Black Bear,1,21/08/2017 9:37
35,17/08/2017 11:45,30/08/2017 15:40,Control,Black Bear,1,25/08/2017 13:54
35,17/08/2017 11:45,30/08/2017 15:40,Control,Black Bear,1,26/08/2017 10:59
35,10/06/2015 8:30,29/06/2015 11:55,Fish Oil,Black Bear,1,11/06/2015 19:12
35,10/06/2015 8:30,29/06/2015 11:55,Fish Oil,Black-tailed Deer,1,12/06/2015 4:04
35,10/06/2015 8:30,29/06/2015 11:55,Fish Oil,Black Bear,1,26/06/2015 18:11
35,10/06/2015 8:30,29/06/2015 11:55,Fish Oil,Black-tailed Deer,1,26/06/2015 22:04
35,10/06/2015 8:30,29/06/2015 11:55,Fish Oil,Black Bear,2,11/06/2015 13:39
35,10/06/2015 8:30,29/06/2015 11:55,Fish Oil,Black Bear,1,20/06/2015 15:56
36,21/08/2014 9:05,03/09/2014 10:33,Control,Black Bear,1,02/09/2014 8:15
36,21/08/2014 9:05,03/09/2014 10:33,Control,Wolf,1,29/08/2014 19:42
36,07/07/2017 9:55,20/07/2017 15:20,Control,Wolf,1,14/07/2017 10:18
36,07/07/2017 9:55,20/07/2017 15:20,Control,Black Bear,1,11/07/2017 9:31
36,07/07/2017 9:55,20/07/2017 15:20,Control,Black Bear,1,09/07/2017 19:17
36,10/07/2015 8:20,23/07/2015 15:30,Anis Oil,Black Bear,1,16/07/2015 5:39
36,21/08/2015 8:00,08/09/2015 16:40,Fish Oil,Black Bear,1,23/08/2015 8:27
36,18/08/2017 8:50,31/08/2017 7:25,Control,Wolf,3,23/08/2017 5:06
36,11/05/2016 16:20,24/05/2016 9:30,Control,Black Bear,1,17/05/2016 15:51
36,11/05/2016 16:20,24/05/2016 9:30,Control,Black Bear,1,17/05/2016 15:58
36,11/05/2016 16:20,24/05/2016 9:30,Control,Black Bear,1,22/05/2016 10:47
37,05/06/2014 11:45,25/06/2014 11:38,Fish Oil,Black Bear,1,21/06/2014 11:45
37,05/06/2014 11:45,25/06/2014 11:38,Fish Oil,Black-tailed Deer,1,15/06/2014 5:14
37,23/07/2014 14:57,07/08/2014 12:30,Control,Black Bear,1,06/08/2014 13:20
37,23/07/2014 14:57,07/08/2014 12:30,Control,Black Bear,1,26/07/2014 5:19
37,03/09/2014 14:50,17/09/2014 10:10,Anis Oil,Black Bear,1,04/09/2014 6:37
37,03/09/2014 14:50,17/09/2014 10:10,Anis Oil,Red Squirrel,1,11/09/2014 8:03
37,09/06/2017 11:20,23/06/2017 11:30,Control,Black Bear,1,15/06/2017 12:26
37,09/06/2017 11:20,23/06/2017 11:30,Control,Raccoon,1,11/06/2017 5:45
37,09/06/2017 11:20,23/06/2017 11:30,Control,Black Bear,1,12/06/2017 15:09
37,20/07/2017 14:00,04/08/2017 11:44,Anis Oil,Black Bear,1,04/08/2017 7:20
37,10/06/2015 10:10,29/06/2015 13:40,Anis Oil,Black Bear,1,24/06/2015 21:14
37,08/07/2016 13:45,19/07/2016 11:15,Control,Black Bear,1,19/07/2016 5:10
37,08/07/2016 13:45,19/07/2016 11:15,Control,Black Bear,1,13/07/2016 19:43
37,08/07/2016 13:45,19/07/2016 14:11,Control,Black Bear,1,16/07/2016 15:25
37,08/07/2016 13:45,19/07/2016 14:11,Control,Black Bear,1,17/07/2016 17:30
37,08/07/2016 13:45,19/07/2016 11:15,Control,Black Bear,1,17/07/2016 16:54
38,25/05/2017 14:35,08/06/2017 9:00,Control,Black Bear,1,02/06/2017 17:51
38,07/07/2016 10:28,19/07/2016 9:50,Control,Wolf,1,17/07/2016 21:34
38,08/07/2016 9:05,19/07/2016 9:50,Control,Black Bear,1,11/07/2016 6:47
38,08/07/2016 9:05,19/07/2016 9:50,Control,Black Bear,1,11/07/2016 6:42
39,21/07/2017 13:00,03/08/2017 9:30,Fish Oil,Black Bear,1,29/07/2017 10:38
39,08/06/2016 11:45,21/06/2016 10:15,Control,Black Bear,1,11/06/2016 16:19
40,07/07/2017 8:25,21/07/2017 8:10,Fish Oil,Black Bear,1,07/07/2017 19:40
40,07/07/2017 8:25,21/07/2017 8:10,Fish Oil,Black-tailed Deer,1,10/07/2017 0:40
40,07/07/2017 8:25,21/07/2017 8:10,Fish Oil,Black Bear,1,12/07/2017 6:43
40,07/08/2015 11:15,20/08/2015 15:10,Control,Black Bear,1,19/08/2015 19:01
40,07/08/2015 11:15,20/08/2015 15:10,Control,Black Bear,1,11/08/2015 4:42
40,07/08/2015 11:15,20/08/2015 15:10,Control,Black Bear,1,10/08/2015 15:09
40,11/05/2015 14:50,27/05/2015 9:25,Anis Oil,Black Bear,1,15/05/2015 18:52
40,11/05/2015 14:50,27/05/2015 9:25,Anis Oil,Black Bear,1,21/05/2015 15:40
40,11/05/2015 14:50,27/05/2015 9:25,Anis Oil,Black Bear,2,12/05/2015 15:46
40,26/05/2017 13:00,08/06/2017 12:30,Control,Wolf,1,28/05/2017 8:24
40,26/05/2017 13:00,08/06/2017 12:30,Control,Black Bear,1,29/05/2017 7:32
40,26/05/2017 13:00,08/06/2017 12:30,Control,Black Bear,1,04/06/2017 11:55
41,20/07/2017 11:15,04/08/2017 15:30,Control,Black Bear,1,30/07/2017 11:36
41,10/05/2016 10:00,24/05/2016 12:00,Control,Wolf,1,22/05/2016 18:58
41,10/05/2016 10:00,24/05/2016 12:00,Control,Wolf,1,10/05/2016 19:40
41,10/05/2016 10:00,24/05/2016 12:00,Control,Red Squirrel,1,22/05/2016 13:38
41,10/05/2016 10:00,24/05/2016 12:00,Control,Wolf,1,22/05/2016 18:37
41,10/05/2016 10:00,24/05/2016 12:00,Control,Wolf,1,14/05/2016 15:59
41,10/05/2016 10:00,24/05/2016 12:00,Control,Wolf,1,21/05/2016 18:42
41,10/05/2016 10:00,24/05/2016 12:00,Control,Wolf,1,22/05/2016 12:15
41,01/09/2017 13:10,14/09/2017 11:20,Anis Oil,Black Bear,1,01/09/2017 18:43
41,01/09/2017 13:10,14/09/2017 11:20,Anis Oil,Black Bear,1,08/09/2017 19:33
42,06/06/2014 10:00,24/06/2014 10:41,Control,Black Bear,1,18/06/2014 8:05
42,24/07/2014 14:23,06/08/2014 10:18,Anis Oil,Black Bear,1,26/07/2014 15:25
42,21/07/2017 13:45,03/08/2017 9:05,Fish Oil,Black Bear,3,25/07/2017 11:23
42,24/07/2015 13:50,06/08/2015 9:50,Control,Black Bear,1,04/08/2015 17:12
42,09/09/2015 13:40,23/09/2015 10:00,Anis Oil,Black Bear,1,11/09/2015 18:41
42,10/05/2016 12:10,24/05/2016 14:05,Control,Black Bear,1,17/05/2016 18:51
42,10/05/2016 12:10,24/05/2016 14:05,Control,Raccoon,1,14/05/2016 21:21
42,10/05/2016 12:10,24/05/2016 14:05,Control,Black Bear,1,17/05/2016 18:43
42,01/09/2017 11:55,14/09/2017 9:30,Anis Oil,Black Bear,1,10/09/2017 13:13
42,10/06/2015 12:15,29/06/2015 10:50,Fish Oil,Wolf,1,14/06/2015 5:13
